,Name,Address,Tel,Email,Contact Persons,Products
6948,PRATHAM EXPORTS,"B-6, 6TH FLOOR, INDL ASSURANCE BLDG, CHURCH GATE,
MUMBAI, MAHARASHTRA","-22, -24912383","prathamexports@gmail.com,prathamexports1@gmai",PRADEEP SADH,"SCARVES/SHAWLS/PAREUS/GLOVES,"
6949,PRATHAM STYLE,"A-38/2, SITE-4, SAHIBABAD INDUSTRIAL AREA,
GHAZIABAD, UTTAR PRADESH",,manoj@prathamstyle.com,RENU SADH,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
6950,PRATUL OVERSEAS,"UNIT NO.147, IST FLOOR, A1-SHAH & NAHAR INDL ESTATE, SITARAM JADHAV MARG, LOWER PAREL (W),
MUMBAI, MAHARASHTRA","22-66546000,22-24980140","pratul_os@vsnl.net,info@pratuloverseas.com",K.G. MAHESHWARI,"HANDICRAFTS,JEWELLERY-FASHION,"
6951,PRATYAKSHA INTERNATIONAL,"B -43, GANESH NAGAR
FIROZABAD, UTTAR PRADESH",5612-232029,pratyaoverseas@hotmail.com,SACHIN PALIWAL,"GLASS - DECORATIVE,GLASS BOTTLES,GLASS DECORATIVE,GLASS X-MAS TREE DECORATIONS,GLASSWARE,GLASS - DECORATIVE,GLASS BOTTLES,GLASS DECORATIVE,GLASS X-MAS TREE DECORATIONS,GLASSWARE,GLASS - DECORATIVE,GLASS BOTTLES,GLASS DECORATIVE,GLASS X-MAS TREE DECORATIONS,GLASSWARE,"
6952,PRATYAKSHA OVERSEAS,"B-43, GANESH NAGAR
FIROZABAD, UTTAR PRADESH",5612-232029,pratyaoverseas@hotmail.com,SACHIN PALIWAL,"GLASSWARE,GLASSWARE,GLASSWARE,GLASSWARE,GLASSWARE,GLASSWARE,"
6953,PRAVESH BEDI & SONS,"D/P-213, MAURYA ENCLAVE,(PITAMPURA),
DELHI, DELHI","11-27312622,11-27312055","godstatues@gmail.com,pbsons@vsnl.com",PRAVESH KUMAR BEDI,"MARBLES - GLASS,"
6954,PRAVINBHAI VITTHALBHAI SUTHAR,"K-26, SAI DARSHAN HOME CITY KHEDA BAGODARA HIGHWAY DHOLKA,
AHMEDABAD, GUJARAT",,psutharartist@gmail.com,PRAVINBHAI VITTHALBHAI SUTHAR,"HANDICRAFTS,"
6955,PRAYAG CLAY PRODUCTS PVT LTD,"S-4/32, A-1, ORDERLY BAZAR,
VARANASI, UTTAR PRADESH",542-2508949,logistics@pcppl.in,DISHANT BADLANI,"DECORATIVE ITEMS,HANDICRAFTS,HANDICRAFTS ITEMS,HANDMADE CLAY BRICKS TILES AND PAVERS"
6956,PRECISION OVERSEAS INC.,"3/8, PANCHWATI COMPOUND, JANAKPURI,
ALIGARH, UTTAR PRADESH","571-3290645,571-2400435",mprecision@rediffmail.com,MANISH BANSAL,"BRASSWARE,HANDICRAFTS,IRON CRAFTS,"
6957,PRECISION INSTRUMENTS PVT.LTD.,"53, CIVIL LINES,
ROORKEE, UTTARAKHAND","1332-273113,1332-276525",dirrahman@gmail.com,J. RAHMAN,"HANDICRAFTS,INDIA ITEMS,"
6958,PRECISION TOOLS & HARDWARE,"10/2, DELHI GATE,
ALIGARH, UTTAR PRADESH","571-2522244,571-2522245",piyush@precisionbrass.in,PIYUSH AGARWAL,"BRASSWARE,HANDICRAFTS,IRON CRAFTS,BRASSWARE,HANDICRAFTS,IRON CRAFTS,BRASSWARE,HANDICRAFTS,IRON CRAFTS,BRASSWARE,HANDICRAFTS,IRON CRAFTS,BRASSWARE,HANDICRAFTS,IRON CRAFTS,"
6959,PRECISO FASHION,"OLD NO.4, NEW NO.7, LVR CENTRE, SESHADRI ROAD, ALWARPET
CHENNAI, TAMIL NADU",044-45030020,brajesh@precisofashion.com,BRAJESH KUMAR GUTGUTIA,"BAGS (CANVAS),BAGS (COTTON),BAGS (JUTE),BAGS (LEATHER),GIFTS WRAP & PACKAGING,PLANTERS,YOGA BAGS,"
6960,PREETI EXPORTS,"B-13, LAJPAT NAGAR-III,
NEW DELHI, DELHI","11-26227610,11-26232703",printl@exmartintl.net,PREETI JAIN,"HANDICRAFTS,TEXTILE CRAFTS,"
6961,PREM ARTS,"1899, KHEJRON KA RASTA, 1ST CROSSING, INDRA BAZAR,
JAIPUR, RAJASTHAN",141-2321917,premartsjp@gmail.com,DILIP KUMAR SWAMI,"BED SHEETS,CUSHION COVERS,HOME FURNISHINGS,PAINTINGS,"
6962,PREM CRAFTS,"G-363/64, 4TH PHASE, RIICO INDUSTRIAL AREA, BORANADA PAL ROAD,
JODHPUR, RAJASTHAN",291-2785348,premcrafts@yahoo.com,MANISH KUMAR GARG,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
6963,PREM TEXTILES INTERNATIONAL,"32, RAMAKRISHNAPURAM EAST,
KARUR, TAMIL NADU",4324-232232,info@premtextile.com,V. VEERAPPAN,"FURNITURE- WOODEN,WOOD CRAFTS,WOODEN PARTITIOS,FURNITURE- WOODEN,WOOD CRAFTS,WOODEN PARTITIOS,TENT STICKS"
6964,PREMIER APPARELS,"841, SECTOR-31,
GURGAON, HARYANA",,vtaluja@gmail.com,VIKRAM SINGH TALUJA,"CUSHION COVERS,TEXTILE CRAFTS,"
6965,PREMIER CERAMIC INDUSTRIES,"14, DSIDC, SCHEME-III, OKHLA INDUSTRIAL AREA, PHASE-II
NEW DELHI, DELHI",,premiercrockery@gmail.com,RAMESHWAR KUMAR MEHTO,"CERAMICS,HANDICRAFTS,TABLEWARE,"
6966,PREMIER COLLECTION,"PEETAL NAGRI, RAMPUR ROAD,
MORADABAD, UTTAR PRADESH",591-2496312,neeraj@premiercollection.org,SHRI NEERAJ DHALL,"BRASSWARE,EPNS WARE,HANDICRAFTS,"
6967,PREMIER EXPORTS,"C-249, MALVIYA NAGAR,
JAIPUR, RAJASTHAN","141-2757378,141-2521249",arunparekh15@gmail.com,MR. ARUN PAREKH,"HANDICRAFTS,"
6968,PREMIER INC.,"LANE NO.2, OPP. TARA BUILDING, DEPUTY GANJ ROAD,
MORADABAD, UTTAR PRADESH",591-2415351,info@premier-enterprises.com,MOHAMMAD ASLAM,"BRASSWARE,EPNS WARE,GLASSWARE,IRON CRAFTS,WOODCRAFTS,"
6969,PRERANA FRAGRANCES,"NO. 141, 3RD MAIN ROAD, CHAMARAJPET
BANGALORE, KARNATAKA",80-26753151,preranafragrance@gmail.com,T. SRINIVAS,"INCENSE STICKS,INCENSE STICKS,INCENSE STICKS,INCENSE STICKS,INCENSE STICKS,INCENSE STICKS,INCENSE STICKS,"
6970,PRERNA EXPORTERS,"SWALEY NAGAR, RAMPUR ROAD,
BAREILLY, UTTAR PRADESH",,prernaexporter@gmail.com,DELEEP KUMAR SAXENA,"ALUMINIUM ARTWARES,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON ARTWARES,ALUMINIUM ARTWARES,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON ARTWARES,ALUMINIUM ARTWARES,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON ARTWARES,ALUMINIUM ARTWARES,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON ARTWARES,ALUMINIUM ARTWARES,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON ARTWARES,WIRE, TIN"
6971,PRESENT PRODUCT INDIA PVT. LTD.,"2151/4A,IIIRD FLOOR, NEW PATEL NAGAR,
NEW DELHI, DELHI","11-25700325,11-25700425",pressentproducts@bol.net.in,HARPAL SINGH,"HANDICRAFTS,INDIA ITEMS,ZARI AND ZARI PRODUCTS,"
6972,PRESHAA EXPORTS,"KATRA POORAN JAT, BAZAAR GANJ,
MORADABAD, UTTAR PRADESH",591-2482988,exports@preshaaexports.com,HIMANSHU JAIN,"ALUMINIUM WARES,BRASSWARE,HANDICRAFTS,STAINLESS STEEL TABLEWARE,"
6973,PRESTIGE OVERSEAS,"132/7, SARASWATI NAGAR, JALESAR ROAD,
FIROZABAD, UTTAR PRADESH",,info@prestige-overseas.in,PUSHPA SHARMA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
6974,PRICE KING MANUFACTURING COMPANY,"196, LAJPAT NAGAR,
MORADABAD, UTTAR PRADESH",,m3@jacoexport.com,MOHAMMAD ILYAS AHMAD,"ALUMINIUM WARES,BRASSWARE,COPPERWARE,HANDICRAFTS,IRON CRAFTS,STAINLESS STEEL ARTICLES ,"
6975,PRIDE TRADERS,"CHAWL NO.143, ROOM NO.1280, M.H.B. COLONY, GAIWAD NAGAR, MALVANI, MALAD(W)
MUMBAI, MAHARASHTRA",22-28880939,classicbangels@gmail.com,RESHMA ISMAIL SHAIKH,"HANDICRAFTS,IMITATION/ARTIFICIAL JEWELLERY,HANDICRAFTS,IMITATION/ARTIFICIAL JEWELLERY,HANDICRAFTS,IMITATION/ARTIFICIAL JEWELLERY,HANDICRAFTS,IMITATION/ARTIFICIAL JEWELLERY,"
6976,PRIDE TRADERS,"J-184,RESERVE BANK ENCLAVE PASCHIM VIHAR
NEW DELHI, DELHI",11-25275857,pridetraders@yahoo.co.in,RAJEEV CHAWLA,"HANDICRAFTS,"
6977,PRIKESH EXIM LLP,"STEPSSTONE VATSA APARTMENTS BLOCK N FLAT F2, VASANTHAPURAM MAIN ROAD, MANGADU
CHENNAI, TAMIL NADU",44-9677191393,gprasadk@outlook.com,K GIRIDHARAPRASAD,"BAGS (JUTE),COPPERWARE,EARTHEN WARE,EARTHERN WARE,IMITATION/ARTIFICIAL JEWELLERY,INCENSE STICKS & GIFT SETS,JUTE PRODUCTS,JUTE PRODUCTS,METALWARE,WOODEN GIFTS,WOODEN HANDICRAFTS PHOTO FRAMES,POOJA VESSELS MADE OF METAL"
6978,PRIMA EXPORTS,"G-222, SECTOR-63,NOIDA
GAUTAM BUDH NAGAR, UTTAR PRADESH","120-4205911,120-4205913","info@primaexports.co.in,accounts@primaexports",KULDEEP GOYAL,"FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,"
6979,PRIMACY INDUSTRIES LTD.,"PLOT NO. 7A BAIKAMPADY INDUSTRIAL AREA
MANGALORE, KARNATAKA",824-288900,info@primacyind.com,MR. V. K. TALITHAYA,"CANDLES,"
6980,PRIME ENTERPRISES,"1068, SECTOR-15,
FARIDABAD, HARYANA","129-5223456,129-2475678",captainsarna@gmail.com,GULSHAN RAI SARNA,"HANDICRAFTS,"
6981,PRIME EXPORTS,"MANZHOLI CHOURAHA, OPP: ATOZ DELHI ROAD
MORADABAD, UTTAR PRADESH",591-2481550,info@exportprime.com,HIMANSHU UTREJA,"HANDICRAFTS,METALWARE,HANDICRAFTS,METALWARE,"
6982,PRIME EXPORTS,"PLOT NO.223, FIRST FLOOR, INDUSTRIAL AREA, PHASE-II
PANCHKULA, HARYANA",172-2594005,manav@primeexports.in,MANAV KHANNA,"SCARVES,SHAWLS,STOLES,SCARVES,SHAWLS,STOLES,SCARVES,SHAWLS,STOLES, MADE-UPS"
6983,PRIME IMPEX,"264, ANARKALI COMPLEX, JHANDEWALAN EXTINSION,
NEW DELHI, DELHI","11-46521791,11-46521797",info@primeimpex.com,MR. SAHIL CHOPRA,
6984,PRIME INC,"81-82, PEER GHAIB
MORADABAD, UTTAR PRADESH","591-2494522,591-2496734",info@primeinc.in,KHAWAR KHALIL,"ALUMINIUM ARTWARES,BRASS ARTWARES,HANDICRAFTS,IRON ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,HANDICRAFTS,IRON ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,HANDICRAFTS,IRON ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,HANDICRAFTS,IRON ARTWARES,"
6985,PRIME PERFUMARY WORKS,"NO. 10, 11TH CROSS, JAYA NAGAR, IST BLOCK,
BANGALORE, KARNATAKA",80-26565182,primeperfume@yahoo.com,MOHAMMAD SHAFIULLA SHARIFF,"INCENSE/INCENSE BURNERS,PERFUMERY ACCESSORIES,"
6986,PRIME SOURCE INDUSTRIES,"37-D/17, P.O. BOX 100 THATERA STREET
MORADABAD, UTTAR PRADESH",591-2315119,primesourcein@gmail.com,AHMAD NOMAN,"GLASS - DECORATIVE,HOME FURNISHINGS,METALWARE,WOODCRAFTS,"
6987,PRIME SOURCES OF INDIA,"A-347, JIGAR COLONY, NEAR DAMDAMA KOTHI,
MORADABAD, UTTAR PRADESH",591-2435122,info@primesources.in,SYEDUS SAJEDEEN NAQVI,"HANDICRAFTS,"
6988,PRIMITIVE INDIA,"29, BALAJI NAGAR, PAL ROAD,
JODHPUR, RAJASTHAN","0291-6440171,0291-6441171",info@homedesigners171.com,AJAY SHARMA,"HANDICRAFTS,LEATHER GOODS,TEXTILE CRAFTS,HANDICRAFTS,LEATHER GOODS,TEXTILE CRAFTS,HANDICRAFTS,LEATHER GOODS,TEXTILE CRAFTS,HANDICRAFTS,LEATHER GOODS,TEXTILE CRAFTS,HANDICRAFTS,LEATHER GOODS,TEXTILE CRAFTS,GIFT ARTICALS"
6989,PRIMUS FINVEST PVT. LTD.,"H-6, MODEL TOWN-3RD
NEW DELHI, DELHI","011-47054660,011-27234672",sunita@primus-vivre.com,SUNITA JAIN,"HOME FURNISHINGS,HOME TEXTILES,HOME FURNISHINGS,HOME TEXTILES,HOME FURNISHINGS,HOME TEXTILES,FABRICS & ACCESSORIES"
6990,PRIMX GLOBAL,"B-27,SECTOR A-1, TRANS DELHI SIGNATURE CITY(TRONICA CITY),LONI
GHAZIABAD, UTTAR PRADESH",120-2696760,info@primxglobal.com,NAVEEN NANDA,"HANDICRAFTS ITEMS,HANDICRAFTS ITEMS,GOODS AND TEXTILES"
6991,PRINCE ART EXPORTER,"F-288/89, MARUDHAR INDL. AREAIIND PHASE, BASNI,
JODHPUR, RAJASTHAN","291-2741528,291-2744075,291-2745475",info@princeartexporter.com,NARENDERA KUMAR,"BONE HANDICRAFTS,HORNCRAFTS,IRON CRAFTS,SILVERPLATED WARE,WOODCRAFTS,"
6992,PRINCE ENTERPRISES,"NEAR MANDI SAMITI, NANITAL ROAD,TEHSEEL TANDA
RAMPUR, UTTAR PRADESH",,mohdasimtnd@gmail.com,MOHD ASIM,"ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,IMITATION JEWELLERY,METALWARE,"
6993,PRINCE EXPORTS,"F-74-81 & F-92 TO F-95,BORANADA INDUSTRIAL PARK, BORANADA,
JODHPUR, RAJASTHAN",2931-281247,info@princeexports.com,ROHIT KOTHARI,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
6994,PRINCE HANDICRAFT,"HIG-769-C, SECTOR-63, PHASE-9,
MOHALI, PUNJAB",0172-4661313,rajivsnoor@gmail.com,RAJIV SINGH NOOR,"JUTE PRODUCTS,"
6995,PRINCE HANDICRAFTS ABK,"H. NO-8/2334-B, NEW PRATAP NAGAR,
SAHARANPUR, UTTAR PRADESH",,m.h.enterprises992@gmail.com,ABDUL BARI KHAN,"HANDICRAFTS,IRON CRAFTS,WOODCRAFTS,"
6996,PRINCE INDUSTRIES,"2186, AHATA KALAY SAHAIB QASIMJAN STREET, BALLIMARAN
DELHI, DELHI","11-23281012,11-23278170",zahoor@princeindus.com,ZAHOOR AHMED,"BRASSWARE,GLASSWARE,HANDICRAFTS,WOODCRAFTS,"
6997,PRINCE OVERSEAS,"C-50, NEW MARKET BEHIND NARINDER CINEMA
JALANDHAR, PUNJAB","081-4604222,081-4620751",princeoverseas54@yahoo.com,PRINCE VERMA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
6998,PRINCE PERFUMERY CO.,"5/17, NEAR R.K.D. SCHOOL ITI ROAD,
ALIGARH, UTTAR PRADESH",571-20409632,incenseprince@gmail.com,S.N. KESHWANI,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,AGARBATTI"
6999,PRINCE TEXTILES,"OPP. POST OFFICE, NEAR VIVEK SCHOOL, RADHA BLABH MARG, SANGANER,
JAIPUR, RAJASTHAN",141-2731025,princetextile1950@yahoo.com,KALPANA GUPTA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,MADE UPS"
7000,PRINCE TRADING CO.,"3/1194, LALA KA BAGH, KHAN ALAM PURA,
SAHARANPUR, UTTAR PRADESH",9760023122,princetco@gmail.com,SHAHZAD AHMAD,"BRASSWARE,BRASSWARE,BRASSWARE,BRASSWARE,BRASSWARE,BRASSWARE,WOODEN HANDICRAFTS AND FURNITURES, ROUGHT IRON"
7001,PRISMA,"BEHIND HOTEL DRIVE IN 24, DELHI ROAD,
MORADABAD, UTTAR PRADESH",591-2970109,info@prismaworld.in,HIMANSHU UTREJA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
7002,PRISMATIC DECOR PVT LTD,"E-1301, THE HYDE PARK SECTOR-78,
NOIDA, UTTAR PRADESH",0120-3715378,"shwetarani82@gmail.com,prismaticdecor@gmail.c",SHWETA KASHYAP,"HANDICRAFTS,"
7003,PRITI INTERNATIONAL LIMITED,"NO.1, ABHAY CHAMBER, CHOPASNI ROAD
JODHPUR, RAJASTHAN","291-2435699,291-2431367",g.d.lohiya@gmail.com,PRITI LOHIYA,"HANDICRAFTS,HANDICRAFTS,WOODEN FURNITURE, GIFT ARTICLES, IRON ARTIFACTS AND TEXTILE FURNISHINGS"
7004,PRITI WEARS,"1501-B, WAZIR NAGAR KOTLA MUBARAKPUR
NEW DELHI, DELHI","120-4733900,120-26806851","abhinav@pritiwears.com,pnmehani@yahoo.com",PREM MEHANI,"HANDICRAFTS,"
7005,PRITS LEATHER EXPORTS PVT. LTD.,"B-90, SECTOR-65,
NOIDA, UTTAR PRADESH",120-4732407,priti@pleindia.com,SHAILENDRA KUMAR,"LEATHER BAGS,LEATHER GOODS,"
7006,PRIVA INTERNATIONAL,"G-88, EPIP INDUSTRIAL AREA, SITAPURA,
JAIPUR, RAJASTHAN","141-2770674,141-2770923",info@privainternational.com,KAILASH KUMAR KARWA,"HANDICRAFTS,"
7007,PRIYA,"T-586, BLOCK 22, RANGOLI GARDEN, KANAKPURA,
JAIPUR, RAJASTHAN",141-2976271,prashantkumar07@gmail.com,PRASHANT,"HANDICRAFTS ITEMS,IRON CRAFTS,WOOD CRAFTS,WOODEN ALMIRAH,WOODEN ARTWARES,WOODEN BOOK SHELVES,WOODEN CARVED WALL CLOCKS,WOODEN HANDICRAFTS PHOTO FRAMES,WOODEN IRON FURNITURE,WOODEN TABLE/STOOLS,WOODEN WRITING TABLE,ALL HANDICRAFT ITEMS"
7008,PRIYA EXPORTS,"2, SACHIVALYA VIHAR KALYANPURA UNDER SANGANER, SANGANER MANSAROVER OVER BRIDGE,
JAIPUR, RAJASTHAN",141-4032248,priyaexportsjaipur@gmail.com,SANJAY SHARMA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
7009,PRIYA CREATIONS,"R-13/91 RAJNAGAR,
GHAZIABAD, UTTAR PRADESH",0120-4280055,"sudhanshu.tyagi@gmail.com,priyatyagi27@gmail.",PRIYA TYAGI,"BONE CHINA MUGS,BRASS ARTWARES,CANDLE, VOTIVES & T-LITES,COPPER ARTWARES,CUSHIONS & COVERS,GIFTS & HOME DECOR,GLASS - DECORATIVE,HOME DECORATIVE,IRON CRAFTS,RELIGIOUS GIFTS,"
7010,PRIYA ENTERPRISES,"NAND NAGAR CHAKKAR KA MAIDAN,
MORADABAD, UTTAR PRADESH",591-2435657,abansal06@rediffmail.com,AMBER BANSAL,"OTHER INDIAN HANDICAFTS,OTHER INDIAN HANDICAFTS,OTHER INDIAN HANDICAFTS,OTHER INDIAN HANDICAFTS,OTHER INDIAN HANDICAFTS,ART WARE"
7011,PRIYA FASHION,"4/17, BAZARIA HARLAL
FARRUKHABAD, UTTAR PRADESH",5692-247345,sales.priyafashion@gmail.com,AMBESH KUMAR,"HANDICRAFTS,TEXTILE CRAFTS,HANDICRAFTS,TEXTILE CRAFTS,HANDICRAFTS,TEXTILE CRAFTS,HANDICRAFTS,TEXTILE CRAFTS,HANDICRAFTS,TEXTILE CRAFTS,HANDICRAFTS,TEXTILE CRAFTS,MADE-UPS"
7012,PRIYA GLOBAL,"A-33, SECTOR-5,
NOIDA, UTTAR PRADESH",120-4212993,punit@priyaglobal.com,MR. PUNIT CHOWDHARY,"HANDICRAFTS,INDIA ITEMS,HANDICRAFTS,INDIA ITEMS,"
7013,PRIYA TRADELINK,"SHOP NO 4, NANUBHAI ARCADE, KUMBHARKHAN PADA,
DOMBIVALI, MAHARASHTRA",,priyatradelink30@gmail.com,PRATIKSHA PRASHANT NAIK,"ALL KINDS OF NATURAL FABRIC (COTTON, LINEN, SILK, JACQUARD/PLAIN),CARPET & RUGS,COIR FLOORINGS & MATS,FOOTWEAR & SLIPPERS,HAND EMBROIDERED GARMENTS,HAND KNOTTED/ HANDMADE WOOLLEN, SILK & SYNTHETIC CARPETS & RUGS,HANDICRAFTS,JACKETS,LADIES DRESSES,LADIES GARMENTS,"
7014,PRIYAL OVERSEAS,"MILAN VIHAR, DELHI ROAD,
MORADABAD, UTTAR PRADESH",,sunnysikka143@gmail.com,BHARAT BHUSHAN SIKKA,"ALUMINIUM WARES,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,KITCHENWARE,STAINLESS STEEL ARTICLES ,DECORATIVE, FANCY ITEM TABLE KNIVES, HOUSEHOLD KNIVES"
7015,PRIYANKA HARALALKA,"222/A, A.P.C. ROAD,(SHYAMBAZAR FIVE POINT CROSSING),
KOLKATA, WEST BENGAL","33-24555652,33-25559386",santoshharalalka@gmail.com,PRIYANKA HARALALKA,
7016,PRIYANKA INDIA PVT. LTD.,"B-109, MAYAPURI INDUSTRIAL AREA, PHASE-1,
NEW DELHI, DELHI",011-47429900,srv@priyankaindia.com,SARVRAJ SETHI,"BAGS,BAR ACCESSORIES,BOWLS, DISHES, PLATES, VESSELS,CUTLERY, COOKING TOOLS & ACCESSORIES,DINNER WARE/GLASSES & MUGS,FLATWARE,HOLLOWARE,KITCHENWARE,RUG SACKS,TABLEWARE,"
7017,PRIYAS TRENDZ,"2-711,GVS APPARAO NAGAR ROAD,SATELLITE CITY
RAJAHMUNDARY, ANDHRA PRADESH",883-2466663,priyastrendz1991@gmail.com,NALLAMILLI PRIYARHA CHANDRALEKHA,"FASHION ACCESSORIES,HANDICRAFTS,HANDICRAFTS ITEMS,IMITATION/ARTIFICIAL JEWELLERY,JEWELLERY- FASHION,JEWELLERY-COSTUME,JEWELLERY-DESIGNER,"
7018,PRIZM,"108, LALLESHWARI VATIKA, SECTOR-21-D, GH-12,
FARIDABAD, HARYANA",129-4086108,anoop@prizm.co.in,ANOOP TICKOO,"BAGS,SCARVES,SCARVES/SHAWLS/MUFFLERS,BAGS,SCARVES,SCARVES/SHAWLS/MUFFLERS,"
7019,PRM INTERNATIONAL,"E-430, EAST VINOD NAGAR, NEAR SONIA PUBLIC SCHOOL,
DELHI, DELHI",,mukuldogra98@gmail.com,FATEH CHAND DOGRA,"HAND KNOTTED/HANDMADE CARPETS & RUGS,HANDICRAFTS,HAND KNOTTED/HANDMADE CARPETS & RUGS,HANDICRAFTS,HAND KNOTTED/HANDMADE CARPETS & RUGS,HANDICRAFTS,HAND KNOTTED/HANDMADE CARPETS & RUGS,HANDICRAFTS,"
7020,PRODUCTS OF INDIA,"E-41, HAUZ KHAS
NEW DELHI, DELHI","11-26867376,11-41655325",info@productofindia.in,HARISH KUMAR,"HANDICRAFTS,JEWELLERY-COSTUME,ZARI AND ZARI PRODUCTS,"
7021,PROGETTO INC.,"AHMAD COMPLEX, GALSHAHEED,
MORADABAD, UTTAR PRADESH",591-2491225,shipping@progetto.co.in,JUNAID AHMAD,"ALUMINIUM WARES,BRASSWARE,COPPERWARE,EPNS WARE,HANDICRAFTS,IRON CRAFTS,"
7022,PROGRESS ENTERPRISES,"D- 4, H.I.G DEEN DAYAL NAGAR, KANTH ROAD,
MORADABAD, UTTAR PRADESH",91- 591,info@progressenterprises.com,SANDEEP KUMAR MEHROTRA,
7023,PROGRESS LIFE,"H.NO. 2209, IST FLOOR, GALI DAKOTAN TURKMAN GATE,
DELHI, DELHI",,info@progresslife.in,IKRAM UL HAQUE,"BONE HANDICRAFTS,HANDICRAFTS,HORN CRAFTS,JEWELLERY-COSTUME,JEWELLERY-FASHION,METALWARE,RESIN COMBINED"
7024,PROGRESSIVE OVERSEAS,"9/124, STATION ROAD.
FIROZABAD, UTTAR PRADESH",91- 9837278777,info@progressiveoverseas.com,ABHISHEK SINGHAL,"GLASSWARE,"
7025,PROLIGHT ENGINEERS,"101-SHIVA RESIDENCY, SHIV MARG, BANI PARK,
JAIPUR, RAJASTHAN","294-2415683,294-2560375",prolightjpr@gmail.com,ANITA GUPTA,"HANDICRAFTS,JEWELLERY-COSTUME,JEWELLERY-FASHION,HANDICRAFTS,JEWELLERY-COSTUME,JEWELLERY-FASHION,HANDICRAFTS,JEWELLERY-COSTUME,JEWELLERY-FASHION,HANDICRAFTS,JEWELLERY-COSTUME,JEWELLERY-FASHION,"
7026,PROMILA & CO.,"1024/1, GALI SHAKTI MANDIR TIRAHA BAIRAM KHAN,
NEW DELHI, DELHI","11-23268291,11-23255564","promila@proemp.in,prmlsnjy@gmail.com",PROMILA GUPTA,"HANDICRAFTS,JEWELLERY-FASHION,"
7027,PROMILA EMPORIUM,"157-B, PALIKA BAZAR,CONNAUGHT PLACE,
NEW DELHI, DELHI","11-22169349,11-22169437,11-652681","promila@proemp.in,prmlsnjy@gmail.com",SANJAY SURESH GUPTAA,"HANDICRAFTS,JEWELLERY-FASHION,HANDICRAFTS,JEWELLERY-FASHION,"
7028,PROMINENT EXPORTS INT'L,"B-XXI, 11189 G. S. COMPLEX,BASANT ROAD, PARTAP CHOWK,
LUDHIANA, PUNJAB","161-2512696,161-2512796",pei@del3.vsnl.net.in,BIKRAMJIT SINGH,"METALWARE,"
7029,PROMINENT FORGINGS (PVT.) LTD.,"SCO-22, G.S.COMPLEX,PARTAP NAGAR,
LUDHIANA, PUNJAB","161-2512696,161-2512796",dollars@vsnl.com,BIKRAMJIT SINGH,"METALWARE,"
7030,PROMOTIONAL CLUB,"D-815, NEW FRIENDS COLONY
NEW DELHI, DELHI",011-26927560,docs@parmani.com,KAMINI SADH,"BAGS,BEADS,BED COVERS,BELTS & ACCESSORIES,BOXES - JEWELLERY,CARPETS ,CUSHION COVERS,CUSHIONS,FASHION ACCESSORIES,HOME TEXTILES,SCARVES/SHAWLS/STOLES/MUFFLERS,BAGS,BEADS,BED COVERS,BELTS & ACCESSORIES,BOXES - JEWELLERY,CARPETS ,CUSHION COVERS,CUSHIONS,FASHION ACCESSORIES,HOME TEXTILES,SCARVES/SHAWLS/STOLES/MUFFLERS,LADIES READYMADE GARMENTS"
7031,PROXEMICS DESIGN STUDIO,"C-124/A,1,PEARLS PRUDENCE,MOTI MARG,BAPU NAGAR,
JAIPUR, RAJASTHAN",141-4009850,proxemicsdesigns@gmail.com,SWATI BHARGAVA,"HANDICRAFTS,ALL KINDS OF TEXTILES AND HANDICRAFTS"
